ObjId,range,speed,angle,snr,Kstate,OboCarSpeed,heigh,heighAngle,X,Y,EstimateCarSpeed,EstimateMagCarSpeed,RCS,WheelSpdFl,WheelSpdFR,WheelSpdRL,WheelSpdRR,YawRate,frameIntervalTimeZ4,SelfCalcAngle,SenceFlag,SortFlag,trkReiablility,RadiusCurvature,Xaccel,Yaccel,noise,using,DbfMag,FrameIntervalTime,installAngleOffset,VehLatAcc,VehLongAcc,matchFlag,tag,deltaRange,clusterID,idx,objLen,weight,MeasCounter,MAtr,SteeringAngle,SteeringAngleSpd,EstCarSpeed,Gear,isDmlMode,waveType,sideSlobe0,sideSlobe1,sideSlobe2,peakNum1,peakNum2,AlgTeam,ObstacleProb,scene,errorCode
START,FrameNb:0,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2025/11/20 11:33:31:761---->
heightOffset:0,1763609611761,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0,Polynom:0;0;0;0;0;0;0;0;0;0;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
74,76.4,-19,-2.5,30.3,0,19.0026,0,-4,0,0,0,0,-5,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,68,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,78.66,-19,4.2,37.1,0,19.0026,0,0,0,0,0,0,10,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,74,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,91.24,-19,-1.8,21.5,0,19.0026,0,-2,0,0,0,0,-4,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,59,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,92.62,-18.96,3.7,15.7,0,19.0026,0,0,0,0,0,0,-9,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,53,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,93.76,-19.04,-2.1,17.5,0,19.0026,0,2,0,0,0,0,-8,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,55,131,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,94.32,-19.02,-1.6,17,0,19.0026,0,1,0,0,0,0,-7,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,54,131,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,94.72,-19.02,-1.3,19.6,0,19.0026,0,2,0,0,0,0,-5,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,57,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,96.08,-19.04,-1.5,16,0,19.0026,0,1,0,0,0,0,-8,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,53,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,98,-19.02,-0.9,16.3,0,19.0026,0,1,0,0,0,0,-8,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,53,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,106.24,-19.02,3.2,16.6,0,19.0026,0,10,0,0,0,0,-14,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,54,131,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,19.34,-18.18,17.6,24.1,0,19.0026,0,1,0,0,0,0,-6,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,69,131,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,25.52,-18.46,13.8,22.4,0,19.0026,0,6,0,0,0,0,-14,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,65,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,26.08,-18.54,13.5,29.5,0,19.0026,0,1,0,0,0,0,-7,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,72,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,35.62,-18.76,10,20.8,0,19.0026,0,2,0,0,0,0,-13,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,62,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,37.7,-18.82,9.1,44.5,0,19.0026,0,1,0,0,0,0,-3,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,86,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,40.6,-18.84,8.5,30.6,0,19.0026,0,0,0,0,0,0,11,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,71,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,40.9,-18.76,8.3,27,0,19.0026,0,2,0,0,0,0,-6,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,67,131,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,55.1,-19,-8.3,20.7,0,19.0026,0,-15,0,0,0,0,-10,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,60,131,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,61.34,-18.96,5.6,26.3,0,19.0026,0,1,0,0,0,0,-3,0,0,0,0,-0.000976564,0,0,0,0,0,0,0,0,0,0,65,131,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
END,Total:0
START,FrameNb:8,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2025/11/20 11:33:32:713---->
heightOffset:0,1763609612713,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0,Polynom:0;0;0;0;0;0;0;0;0;0;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,256.08,-0.580002,1.4,21.7,0,19.1121,0,0,1.23258e-32,0,0,0,10,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,56,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,23.12,-18.32,-1.8,23.4,0,19.1121,0,15,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,67,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,7.72,-17.68,-21.8,21.1,0,19.1121,0,1,0,0,0,0,-18,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,8.44,-17.68,-22.3,21.3,0,19.1121,0,0,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,8.96,-17.98,-20.1,23,0,19.1121,0,-2,0,0,0,0,-17,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,9.76,-18.22,-17.2,22.4,0,19.1121,0,2,0,0,0,0,-18,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,70,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,10.4,-18.34,-16.2,24.6,0,19.1121,0,2,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,72,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,10.92,-18.38,-15.3,23.5,0,19.1121,0,1,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,10.84,-18.3,-15.3,24,0,19.1121,0,-2,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,10.86,-18.1,-16,24.8,0,19.1121,0,11,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,72,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,11.52,-18.3,-16.3,24.6,0,19.1121,0,2,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,72,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11.82,-17.96,-19.2,21.5,0,19.1121,0,4,0,0,0,0,-17,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,13.02,-18.56,-12.4,30.8,0,19.1121,0,9,0,0,0,0,-13,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,74,128,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13.04,-18.06,-18.2,27,0,19.1121,0,5,0,0,0,0,-13,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,70,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,12.52,-17.1,-25.8,27.2,0,19.1121,0,6,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,70,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,13.06,-18.62,-12.2,31.8,0,19.1121,0,-1,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,76,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,13.16,-18.08,-18.1,29.6,0,19.1121,0,5,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,74,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,15.02,-18.7,-12,26.3,0,19.1121,0,0,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,72,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,15.34,-18.46,-15.1,25,0,19.1121,0,2,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,15.72,-18.72,-10.5,25.1,0,19.1121,0,-1,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,16.6,-18.8,-10,22.9,0,19.1121,0,1,0,0,0,0,-18,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,68,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,17.06,-18.62,-8.3,20.8,0,19.1121,0,-10,0,0,0,0,-20,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,66,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,17.68,-18.7,-7.8,26.9,0,19.1121,0,5,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,72,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,18.82,-18.86,-9.4,26.9,0,19.1121,0,4,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,72,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,19.88,-18.92,-8.3,27.1,0,19.1121,0,0,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,21.38,-18.94,-7.3,24.7,0,19.1121,0,0,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,21.52,-18.86,-7.4,29.1,0,19.1121,0,6,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,73,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,22.44,-18.46,13.7,21.2,0,19.1121,0,7,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,65,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,22.98,-18.98,-6.9,24.6,0,19.1121,0,-1,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,68,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,23.56,-18.98,-6.6,25.2,0,19.1121,0,0,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,68,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,24.56,-18.64,11.8,27.5,0,19.1121,0,5,0,0,0,0,-10,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,24.42,-18.32,13.4,18.9,0,19.1121,0,6,0,0,0,0,-18,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,62,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,24.88,-18.62,12.4,27.9,0,19.1121,0,5,0,0,0,0,-9,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,71,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,25.32,-19.02,-6,15.2,0,19.1121,0,-2,0,0,0,0,-12,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,58,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,28.34,-19.02,-6.3,25.3,0,19.1121,0,-1,0,0,0,0,-24,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,67,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,28.82,-18.88,-8.3,24.3,0,19.1121,0,2,0,0,0,0,-13,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,66,128,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,29.56,-18.72,10.2,24.9,0,19.1121,0,7,0,0,0,0,-12,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,67,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,30.42,-19.02,-5.3,25.2,0,19.1121,0,-3,0,0,0,0,-12,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,67,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,31.46,-19.04,-4.4,22.8,0,19.1121,0,-1,0,0,0,0,-21,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,64,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,32.54,-19.04,-4.2,15.9,0,19.1121,0,-1,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,57,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,33.54,-18.86,9.7,23.2,0,19.1121,0,6,0,0,0,0,-12,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,65,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,37.44,-18.84,7.7,22.9,0,19.1121,0,6,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,64,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,37.88,-18.9,8.8,27.8,0,19.1121,0,3,0,0,0,0,-6,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,37.74,-19.04,-4.1,18.8,0,19.1121,0,1,0,0,0,0,-14,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,59,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,39.76,-19.06,-3.7,20.2,0,19.1121,0,0,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,61,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,40.76,-19,-6.1,23,0,19.1121,0,7,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,63,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,41.6,-19.04,-4.1,21.2,0,19.1121,0,1,0,0,0,0,-13,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,61,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,42.12,-18.94,-4.8,18.1,0,19.1121,0,-2,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,58,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,42.96,-19,-4.9,21.4,0,19.1121,0,4,0,0,0,0,-9,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,61,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,44.5,-18.98,6.8,23.7,0,19.1121,0,-4,0,0,0,0,-12,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,64,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,45.1,-19.1,-3.3,14.8,0,19.1121,0,0,0,0,0,0,-18,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,46.66,-19.02,-3.7,17.8,0,19.1121,0,0,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,57,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,47.72,-19.1,-2.8,15.8,0,19.1121,0,0,0,0,0,0,-17,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,49.02,-19.04,-4.1,16.9,0,19.1121,0,2,0,0,0,0,-8,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,56,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,50.82,-19.02,6.2,23.5,0,19.1121,0,3,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,63,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,51.32,-19.02,6.2,25.2,0,19.1121,0,4,0,0,0,0,-6,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,64,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,52.08,-19.02,-4.6,25.2,0,19.1121,0,3,0,0,0,0,-6,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,64,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,52.5,-19.1,-2.9,15.9,0,19.1121,0,0,0,0,0,0,-16,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,53.4,-18.98,5.8,21.8,0,19.1121,0,7,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,61,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,53.56,-19.18,5.6,16.2,0,19.1121,0,-2,0,0,0,0,-10,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,55.64,-19.02,-4,23.4,0,19.1121,0,-3,0,0,0,0,-8,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,62,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,57.42,-19.1,-2.7,15.5,0,19.1121,0,0,0,0,0,0,-15,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,54,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,58.12,-19.02,5.4,22.6,0,19.1121,0,2,0,0,0,0,-8,0,0,0,0,-0.000488282,0,0,0,0,0,0,3.6174e-26,2.14723e-38,0,0,61,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,59.04,-19.04,5.1,26.9,0,19.1121,0,-9,0,0,0,0,-6,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,65,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,62.62,-19.08,-3.7,23.5,0,19.1121,0,4,0,0,0,0,-3,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,62,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,66.56,-19.08,4.9,31.3,0,19.1121,0,1,0,0,0,0,2,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,68.18,-19.08,4.9,17.7,0,19.1121,0,1,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,56,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,71.5,-19.1,-2.4,19.7,0,19.1121,0,2,0,0,0,0,-9,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,57,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,73.32,-19.1,-2.2,22.8,0,19.1121,0,-4,0,0,0,0,0,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,60,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,74.3,-19.1,-2.5,27.6,0,19.1121,0,5,0,0,0,0,-5,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,65,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,77.04,-19.12,3.5,26.4,0,19.1121,0,1,0,0,0,0,-1,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,64,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,77.82,-19.02,4.1,20.7,0,19.1121,0,-11,0,0,0,0,-6,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,58,128,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,88.6,-19.1,-1.8,21.4,0,19.1121,0,1,0,0,0,0,-4,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,59,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,89.72,-19.1,3.7,18.2,0,19.1121,0,0,0,0,0,0,-2,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,55,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,91.7,-19.14,-2,23,0,19.1121,0,1,0,0,0,0,-7,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,60,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,92.98,-19.1,-2.6,16.7,0,19.1121,0,0,0,0,0,0,-8,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,54,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,99.64,-19.12,-1.4,15.5,0,19.1121,0,1,0,0,0,0,-8,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,53,128,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,117.44,-19.14,-1.1,21,0,19.1121,0,2,0,0,0,0,0,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,58,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,17.1,-17.96,20.4,23.3,0,19.1121,0,4,0,0,0,0,-11,0,0,0,0,-0.000488282,0,0,0,0,0,0,0,0,0,0,69,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
