ObjId,range,speed,angle,snr,Kstate,OboCarSpeed,heigh,heighAngle,X,Y,EstimateCarSpeed,EstimateMagCarSpeed,RCS,WheelSpdFl,WheelSpdFR,WheelSpdRL,WheelSpdRR,YawRate,frameIntervalTimeZ4,SelfCalcAngle,SenceFlag,SortFlag,trkReiablility,RadiusCurvature,Xaccel,Yaccel,noise,using,DbfMag,FrameIntervalTime,installAngleOffset,VehLatAcc,VehLongAcc,matchFlag,tag,deltaRange,clusterID,idx,objLen,weight,MeasCounter,MAtr,SteeringAngle,SteeringAngleSpd,EstCarSpeed,Gear,isDmlMode,waveType,sideSlobe0,sideSlobe1,sideSlobe2,peakNum1,peakNum2,AlgTeam,ObstacleProb,scene,errorCode,FlagJam,FlagTunnelFence,FlagFenceScene,FlagBarnScene
START,FrameNb:0,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2026/05/25 15:05:16:702---->
heightOffset:0,1779692716702,221928,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:1.3,Interpolation:0,installVAngleOffset:-0.4,radarOffsetH:0,radarOffsetV:0.32,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,currCaliAngleHrz:0,currCaliAnglePit:0,selfCaliAngleHrz:0,selfCaliAnglePit:0,servCaliAngleHrz:0,servCaliAnglePit:0,offlineCaliAngleHrz:0,offlineCaliAnglePit:0,determine2useFlag:0,IMU_Z_Accel:-21.4871,IMU_X_AngularRate:0.86764,IMU_Y_AngularRate:0.86788,IMU_RollAngle:-56.63,IMU_PitchAngle:-51.48,IMU_YawAngle:25.29,FcwID:0,FCWWarningLevel:0,FCWTTC:0
0,0.11,0,-1.2,21.5,0,0,0,2.15,3.36792e-33,0,0,0,-29,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,73,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
1,0.96,0,-13.35,25.5,0,0,0,8.95,0,0,0,0,-22,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,76,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
2,1.53,0,47.2,26,0,0,0,3.15,0,0,0,0,-3.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,75,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
3,2.54,0,33.3,25,0,0,0,-2.45,0,0,0,0,-12,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,74,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
4,3.37,0,1.8,29,0,0,0,5.8,0,0,0,0,-17.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,77,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
5,3.59,0,0.6,31,0,0,0,10.3,0,0,0,0,-16,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,79,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
6,4.13,0,2.45,37,0,0,0,-1.25,0,0,0,0,-10,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,85,57,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
7,4.56,0,4.65,39,0,0,0,-2.75,0,0,0,0,-8,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,86,57,0,0.00034,0.00034,3,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
8,5.54,0,-23.1,31.5,0,0,0,-2.75,0,0,0,0,-13.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,76,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
9,5.98,0,-40.15,33,0,0,0,-0.55,0,0,0,0,-4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,78,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
10,6.41,0,-39.2,33,0,0,0,2.65,0,0,0,0,-5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,78,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
11,6.89,0,-18.3,42,0,0,0,-2.75,0,0,0,0,-3.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,87,57,0,0.00034,0.00034,3,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
12,7.64,0,-35.35,36,0,0,0,2.9,0,0,0,0,-2,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,82,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
13,8.66,0,-26.7,36,0,0,0,-1.7,0,0,0,0,-4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,81,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
14,9.47,0,-33.45,27,0,0,0,6.55,0,0,0,0,-11,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,73,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
15,10.01,0,2.7,27,0,0,0,-0.7,0,0,0,0,-18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,38,1,72,57,0,0.00034,0.00034,3,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,
